132.000000	-5034.417514	-5277.425680	-5357.422573	-5277.783308	-178442.514353	-173839.485507	-169832.510630	-179194.874071	0.000000	0.000000	0.000000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1669236617.383639	0.000000
133.000000	-5043.179398	-5277.157459	-5357.087297	-5277.492735	-178440.256827	-173837.406795	-169830.297807	-179192.683601	0.000000	0.000000	0.000000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1669236617.383661	0.000000
134.000000	-5051.360136	-5277.224514	-5357.221408	-5277.492735	-178438.446336	-173835.663359	-169828.397909	-179190.895461	0.000000	0.000000	0.000000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1669236617.383671	0.000000
135.000000	-5057.328052	-5277.000997	-5357.132001	-5277.224514	-178436.434679	-173833.584646	-169826.296845	-179188.816749	0.000000	0.000000	0.000000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1669236617.383681	0.000000
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.026000	0.182000	0.984000	192.000000	0.000000	208.000000	5.000000	176.000000	30.000000	192.000000	0.000000	0.000000	0.000000	1669236617.480368	0.000000
1.000000	-6617.658629	-6487.906753	-6617.815091	-6454.893226	-162175.071201	-157350.380105	-151084.381471	-163809.140183	0.026000	0.182000	0.984000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1669236617.487770	0.000000
2.000000	-6618.329181	-6488.264380	-6618.217423	-6455.340261	-162175.227663	-157350.648326	-151084.582637	-163809.408404	0.026000	0.182000	0.984000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1669236617.495870	0.000000
3.000000	-6617.010429	-6486.722110	-6616.585745	-6453.775639	-162173.484227	-157348.860186	-151082.727442	-163807.575561	0.026000	0.182000	0.984000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1669236617.495893	0.000000
4.000000	-6617.591574	-6487.772642	-6617.546870	-6454.602653	-162174.400648	-157349.664849	-151083.420346	-163808.290816	0.026000	0.182000	0.984000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1669236617.501901	0.000000
5.000000	-6615.736379	-6486.297427	-6616.161062	-6453.060383	-162172.724268	-157348.010820	-151081.855724	-163806.703842	0.026000	0.182000	0.984000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1669236617.501916	0.000000
6.000000	-6617.837443	-6488.398491	-6618.306830	-6455.206150	-162174.668869	-157349.977773	-151083.912085	-163808.760203	0.026000	0.182000	0.984000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1669236617.509775	0.000000
7.000000	-6619.178548	-6489.113747	-6619.089141	-6456.010813	-162175.227663	-157350.625974	-151084.403823	-163809.363700	0.026000	0.182000	0.984000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1669236617.509795	0.000000
8.000000	-6619.670286	-6489.516078	-6619.469120	-6456.390793	-162175.473532	-157350.938898	-151084.582637	-163809.609569	0.022000	0.182000	0.988000	192.000000	0.000000	176.000000	5.000000	176.000000	30.000000	224.000000	0.000000	0.000000	0.000000	1669236617.517804	0.000000
9.000000	-6618.731513	-6489.046692	-6618.887975	-6455.899055	-162174.691221	-157350.156587	-151083.889733	-163808.871962	0.022000	0.182000	0.988000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1669236617.517827	0.000000
10.000000	-6618.820920	-6489.158450	-6618.910327	-6455.921406	-162174.691221	-157350.022477	-151083.755622	-163808.804906	0.022000	0.182000	0.988000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1669236617.524964	0.000000
11.000000	-6618.619754	-6488.510250	-6618.329181	-6455.273206	-162173.953614	-157349.150759	-151082.906256	-163807.977892	0.022000	0.182000	0.988000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1669236617.524976	0.000000
12.000000	-6619.066789	-6488.778471	-6618.642106	-6455.586130	-162174.020669	-157349.262518	-151083.062718	-163808.179058	0.022000	0.182000	0.988000	192.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1669236617.532520	0.000000
