MNF,MDF,PeakFrequency,MNP,TTP,SM1,SM2,SM3,FR,PSR,VCF,File
45.280821197815634,47.281901041666664,45.247395833333336,95.64473783776043,12338.171181071093,549253.4878929895,2102054690.0105393,23942014230149.582,inf,0.6698991499087913,67425.89319460181,10-mean-all
45.71290858620543,47.200520833333336,24.983723958333332,166.48856722839608,21477.02517246309,1005289.9445000277,1937997964.7726758,13238652104347.072,inf,0.5416318236669949,59625.818981206765,20-mean-all
49.60996866356209,50.374348958333336,31.494140625,482.1776642609898,62200.91868966769,3131835.862965269,5046399665.923808,22480903912961.863,inf,0.47507052302204683,63525.02823575688,50-mean-all
51.13409883701491,51.025390625,43.9453125,1414.526552718847,182473.92530073118,9519892.865014317,59575234203.98545,973757110122830.9,inf,0.5407449992509133,162227.2174855025,80-mean-all
51.99749767713789,51.7578125,53.141276041666664,1841.1390058624793,237506.9317562599,12331971.896459674,77475193528.87483,1015234808271008.4,inf,0.6126451173663413,216428.08559918252,100-mean-all
