IEMG,MAV,MAV1,MAV2,SSI,VAR,TM3,TM4,TM5,LOG,RMS,WL,AAC,DASDV,AFB,ZC,MYOP,WAMP,SSC,File
34364.267353786076,68.72853470757214,48.43498574523312,30.092744486312302,5851557.618990675,11726.568374730812,2255971.969871069,2376125090.174566,1387989607790.9915,1.0162989624029212e+65,94.34793244664434,37898.92393517205,75.79784787034413,12846.737214184082,0.08367766855651854,182.41666666666666,1.0,239.41666666666666,126.08333333333333,10-mean-all
48233.52656117396,96.46705312234792,67.96952116421365,40.83570437248146,10551052.951473624,21144.394692331905,3152156.9653283046,3858115950.8492737,1756888004782.6165,3.007893515904848e+66,130.82299412901298,50570.431775546436,101.14086355109286,22515.814807182265,0.06292692599215727,178.75,1.0,238.33333333333334,123.75,20-mean-all
78816.5397111375,157.63307942227505,114.47727365120727,72.26906093964942,23437517.73998842,46968.97342683049,6908626.745575859,13855703264.31604,6588437044426.762,6.583007658558093e+116,210.0056192230724,90017.80870153703,180.03561740307407,64345.01765871811,0.04875158640624106,184.25,0.9998333333333332,233.41666666666666,128.16666666666666,50-mean-all
133676.9817326694,267.35396346533884,194.04817192075276,123.75094488250541,66273538.65045371,132812.70270632007,19276777.25595163,89575730721.48993,37953098260918.21,4.0082987800857367e+217,344.06279912313335,152651.41164332622,305.3028232866525,184356.8497520072,0.06129698496238389,188.16666666666666,1.0,236.91666666666666,123.58333333333333,80-mean-all
145911.54147035175,291.82308294070344,215.16626654930883,138.68253590607418,78322942.332812,156959.80427417232,26478989.288423736,126863338969.06502,72360187000070.36,7.254643837981119e+173,386.30664325358583,168827.08059332924,337.6541611866584,219918.14541080114,0.11651148787526594,192.41666666666666,1.0,236.0,119.58333333333333,100-mean-all
